Counter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	tmp
61057	-4.871158599853515600	0.777671217918396000	-8.377476692199707000	-0.076317995786666870	-0.010856711305677891	-0.243792593479156490	-0.226270392537117000	0.017539091408252716	0.475898772478103640	
61058	-4.900677204132080100	0.762763440608978270	-8.376847267150878900	-0.044290166348218918	-0.012801252305507660	-0.261518120765686040	-0.226684242486953740	0.017576120793819427	0.475362211465835570	
61059	-4.911768913269043000	0.784897446632385250	-8.370824813842773400	-0.024331925436854362	-0.019462320953607559	-0.243187382817268370	-0.226605340838432310	0.015993589535355568	0.476782202720642090	
61060	-4.909901142120361300	0.788607716560363770	-8.369018554687500000	-0.054983638226985931	-0.017250761389732361	-0.257099300622940060	-0.223946109414100650	0.018218655139207840	0.476260989904403690	
61061	-4.905975341796875000	0.770193696022033690	-8.362122535705566400	-0.061387199908494949	-0.008557327091693878	-0.252638489007949830	-0.225173637270927430	0.017436167225241661	0.474905014038085940	
61062	-4.882129192352294900	0.781348288059234620	-8.369883537292480500	-0.059509277343750000	-0.004080436658114195	-0.263556689023971560	-0.224972710013389590	0.017868762835860252	0.476215362548828130	
61063	-4.847181320190429700	0.775917232036590580	-8.381786346435546900	-0.054652266204357147	-0.020636087283492088	-0.244006901979446410	-0.224794521927833560	0.016183855012059212	0.477119237184524540	
61064	-4.850620746612548800	0.788904309272766110	-8.365231513977050800	-0.067555986344814301	-0.006496496032923460	-0.239501237869262700	-0.223997369408607480	0.017008116468787193	0.475340694189071660	
61065	-4.841993331909179700	0.799887239933013920	-8.394294738769531300	-0.065457060933113098	-0.028321625664830208	-0.243955999612808230	-0.225401818752288820	0.016284557059407234	0.475406259298324580	
61066	-4.869292259216308600	0.773986518383026120	-8.377575874328613300	-0.050410814583301544	-0.028247596696019173	-0.248430386185646060	-0.226072043180465700	0.016831377521157265	0.474862813949584960	
61067	-4.838222026824951200	0.700094282627105710	-8.415592193603515600	-0.048579681664705276	-0.015002239495515823	-0.259245365858078000	-0.224944174289703370	0.016961799934506416	0.476729214191436770	
61068	-4.900546550750732400	0.688848853111267090	-8.388660430908203100	-0.050822090357542038	-0.021550627425312996	-0.263605952262878420	-0.226364731788635250	0.017123166471719742	0.474203407764434810	
61069	-4.837857246398925800	0.652118325233459470	-8.408976554870605500	-0.076720036566257477	-0.010715672746300697	-0.258948236703872680	-0.224818587303161620	0.015566595830023289	0.474386364221572880	
61070	-4.882621765136718800	0.688794672489166260	-8.418123245239257800	-0.111459307372570040	-0.010779554024338722	-0.263044059276580810	-0.225756928324699400	0.018028389662504196	0.475923955440521240	
61071	-4.916828632354736300	0.672223031520843510	-8.373938560485839800	-0.115328073501586910	-0.010959575884044170	-0.245549887418746950	-0.226314172148704530	0.016824821010231972	0.475112348794937130	
61072	-4.951696395874023400	0.736830830574035640	-8.343176841735839800	-0.154202312231063840	0.007470665499567986	-0.240853473544120790	-0.226371958851814270	0.017129862681031227	0.474073290824890140	
61073	-4.925952911376953100	0.829346776008605960	-8.328224182128906200	-0.130958288908004760	-0.019602006301283836	-0.267396748065948490	-0.225644558668136600	0.015020594932138920	0.475646346807479860	
61074	-4.882645130157470700	0.884747207164764400	-8.370353698730468700	-0.126387774944305420	0.002207936486229301	-0.254320114850997920	-0.225409179925918580	0.016039770096540451	0.475274264812469480	
61075	-4.883185386657714800	0.886463701725006100	-8.397470474243164100	-0.137342095375061040	-0.004330716561526060	-0.259698450565338130	-0.226185932755470280	0.016695663332939148	0.475116759538650510	
61076	-4.886913776397705100	0.862406790256500240	-8.404916763305664100	-0.130482509732246400	-0.012083073146641254	-0.245579868555068970	-0.225774541497230530	0.015769807621836662	0.473308891057968140	
61077	-4.954902172088623000	0.845561563968658450	-8.385140419006347700	-0.139544352889060970	-0.019633572548627853	-0.262969404458999630	-0.225753128528594970	0.015121021308004856	0.473694533109664920	
61078	-4.974750041961669900	0.884411156177520750	-8.349695205688476600	-0.130571156740188600	-0.008791600354015827	-0.249961420893669130	-0.227605998516082760	0.013596426695585251	0.474904119968414310	
61079	-4.986281871795654300	0.924924135208129880	-8.361526489257812500	-0.138371542096138000	-0.017480153590440750	-0.259772211313247680	-0.227912738919258120	0.014781787991523743	0.473991096019744870	
61080	-4.985560417175293000	0.891824722290039060	-8.333006858825683600	-0.110052973031997680	0.008769284933805466	-0.250093549489974980	-0.227450132369995120	0.014940730296075344	0.473102599382400510	
61081	-4.983648300170898400	0.954703032970428470	-8.314150810241699200	-0.130666851997375490	-0.004397091921418905	-0.254374206066131590	-0.227649793028831480	0.012882155366241932	0.474117696285247800	
61082	-5.007585048675537100	0.932434380054473880	-8.313771247863769500	-0.113226324319839480	0.006543657276779413	-0.247928991913795470	-0.228006288409233090	0.016000486910343170	0.472308039665222170	
61083	-4.965297222137451200	0.962147831916809080	-8.319996833801269500	-0.152398675680160520	0.008687156252563000	-0.256332278251647950	-0.229246363043785100	0.014988554641604424	0.473027676343917850	
61084	-4.945548057556152300	1.204270720481872600	-8.290286064147949200	-0.144011110067367550	0.008798234164714813	-0.268612056970596310	-0.228105455636978150	0.016354342922568321	0.472826004028320310	
61085	-4.891152381896972700	1.191763401031494100	-8.255753517150878900	-0.121781989932060240	0.010844078846275806	-0.245880126953125000	-0.227858200669288640	0.011953294277191162	0.472673445940017700	
61086	-4.826847076416015600	1.251114726066589400	-8.264020919799804700	-0.102356016635894780	-0.048105176538228989	-0.255002409219741820	-0.226937040686607360	0.014675584621727467	0.473122090101242070	
61087	-4.910099506378173800	1.228540778160095200	-8.269237518310546900	-0.043206978589296341	0.017784878611564636	-0.261841744184494020	-0.228656306862831120	0.013383715413510799	0.472131282091140750	
61088	-4.928173542022705100	1.123184680938720700	-8.273706436157226600	-0.064511492848396301	0.030724402517080307	-0.246256604790687560	-0.228385046124458310	0.013740713708102703	0.472405046224594120	
61089	-4.911790847778320300	0.988244950771331790	-8.321148872375488300	-0.052981913089752197	0.025430927053093910	-0.260432839393615720	-0.228163674473762510	0.015779202803969383	0.471780300140380860	
61090	-4.892024040222168000	0.997440695762634280	-8.348734855651855500	-0.048058893531560898	0.039466284215450287	-0.234256446361541750	-0.227863818407058720	0.015354979783296585	0.472568899393081670	
61091	-4.914411067962646500	0.986199140548706050	-8.360928535461425800	-0.044009149074554443	0.028643978759646416	-0.246314495801925660	-0.228938847780227660	0.015437818132340908	0.473953008651733400	
61092	-4.892408847808837900	0.973313987255096440	-8.374377250671386700	-0.046452417969703674	0.048410616815090179	-0.254945665597915650	-0.226623564958572390	0.012477605603635311	0.474157661199569700	
61093	-4.883390426635742200	0.991787195205688480	-8.381631851196289100	-0.048585850745439529	0.036372072994709015	-0.254978805780410770	-0.229041159152984620	0.013519703410565853	0.472116172313690190	
61094	-4.883548259735107400	1.002840518951416000	-8.386916160583496100	-0.035741124302148819	0.036459751427173615	-0.260552763938903810	-0.229667648673057560	0.014655056409537792	0.472358167171478270	
61095	-4.883228302001953100	1.010313510894775400	-8.368726730346679700	-0.034077305346727371	0.035533703863620758	-0.281303912401199340	-0.230008885264396670	0.015128095634281635	0.473126649856567380	
61096	-4.851086616516113300	0.988445937633514400	-8.339126586914062500	-0.027495255693793297	0.039886582642793655	-0.278057217597961430	-0.228718802332878110	0.014710019342601299	0.473307430744171140	
61097	-4.857316493988037100	1.043713450431823700	-8.359967231750488300	-0.055321171879768372	0.033148039132356644	-0.265883505344390870	-0.228556290268898010	0.014790223911404610	0.471626549959182740	
61098	-4.904695987701416000	0.984507560729980470	-8.337686538696289100	-0.030941633507609367	0.052697524428367615	-0.240899652242660520	-0.231606721878051760	0.014593946747481823	0.472016721963882450	
